Date,Card_number,Name,Department,Category,Transaction,Amount,Barcode,Title,Author,homebranch,holdingbranch
2023-08-17 10:59:47,0INBI4,NYI60V,UNDER GRADUATION(UG),UG,Check in,-,DB6164,MAHASHWETA,SUDHA MURTY,RIT,RIT
2023-08-17 11:00:07,8Z0QWO,ZJGT7J,STR,PG,Check in,-,DB4372,FINITE ELEMENT METHOD,"DHANARAJ,R",RIT,RIT
2023-08-17 11:00:17,8Z0QWO,ZJGT7J,STR,PG,Check in,-,97363,"CONCRETE STRUCTURES: REPAIR, REHABILITATION AND RETROFITTING",BHATTACHARJEE,RIT,RIT
2023-08-17 11:00:43,1WK8I4,0OY1HU,UNDER GRADUATION(UG),UG,Renew,-,49195,MECHANICAL VIBRATIONS,DAS J B K,RIT,RIT
2023-08-17 11:01:02,LISMGL,EKUK1Y,,PG,Check in,-,79571,SYSTEM VERILOG FOR VERIFICATION A GUIDE TO LEARNING THE TESTBENCH LANGUAGE FEATURES,SPEAR,RIT,RIT
2023-08-17 11:01:56,LISMGL,EKUK1Y,,PG,Renew,-,91417,INTRODUCTION TO MACHINE LEARNING,"ALPADIN, ETHEM",RIT,RIT
2023-08-17 11:02:11,LISMGL,EKUK1Y,,PG,Renew,-,88839,DESIGN OF ANALOG CMOS INTEGRATED CIRCUIT,"RAZAVI,BEHZAD",RIT,RIT
2023-08-17 11:02:18,LISMGL,EKUK1Y,,PG,Renew,-,81891,"CMOS CIRCUIT DESIGN, LAYOUT AND SIMULATION","R. JACOB BAKER,H. W. LI, D. E.",RIT,RIT
2023-08-17 11:03:03,1WK8I4,0OY1HU,UNDER GRADUATION(UG),UG,Other,-47.0000,,,,,
2023-08-17 11:03:44,5Q9QU3,TWJTYM,UNDER GRADUATION(UG),ST,Renew,-,85414,HIGHWAY ENGINEERING,KHANNA S K,RIT,RIT
2023-08-17 11:04:26,638RDC,HOSL89,ME,UG,Check out,,96846,AUTOMOBILE ENGINEERING,"TTTI, BHOPAL",RIT,RIT
2023-08-17 11:05:52,LISMGL,EKUK1Y,,PG,Other,-31.0000,,,,,
2023-08-17 11:10:07,ZUASAG,3LGUXI,MBA,PG,Check out,,MB6061,BUSINESS LAW,"HAVALDAR, KRISHNA K. AND GULSHAN S.S.",RIT,RIT
2023-08-17 11:13:22,C5Z09H,J6Z3FY,UNDER GRADUATION(UG),ST,Renew,-,100091,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,"LEVITIN, ANANY",RIT,RIT
2023-08-17 11:14:07,C5Z09H,J6Z3FY,UNDER GRADUATION(UG),ST,Renew,-,DB4340,UNIX AND SHELL PROGRAMMING,VENKATESHMURTHY,RIT,RIT
2023-08-17 11:14:10,C5Z09H,J6Z3FY,UNDER GRADUATION(UG),ST,Renew,-,DB3508,OPERATING SYSTEMS,SUNIL KUMAR M,RIT,RIT
2023-08-17 11:19:39,SGS3WL,M6WDZP,ELECTRONICS & COMMUNICATION ENGG(ECE),UG,Check in,-,44142,ANALOG ELECTRONICS,PITTET A,RIT,RIT
2023-08-17 11:21:47,MB3TW4,LOZ0O2,UNDER GRADUATION(UG),ST,Check out,,99892,ALGORITHM DESIGN,"KLEINBERG, JON TARDOS, EVA",RIT,RIT
2023-08-17 11:21:52,MB3TW4,LOZ0O2,UNDER GRADUATION(UG),ST,Check out,,99850,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,"LEVITIN, ANANY",RIT,RIT
2023-08-17 11:22:00,MB3TW4,LOZ0O2,UNDER GRADUATION(UG),ST,Check out,,67224,DATA COMMUNICATIONS AND NETWORKING,"FOROUZAN, BEHROUZ A",RIT,RIT
2023-08-17 11:33:03,Y8IDUY,QEDXRC,UNDER GRADUATION(UG),ST,Check in,-,99433,ARIFICIAL INTELLIGENCE A MODERN APPROACH,"RUSSELL,STUART AND NORVIG,PETER",RIT,RIT
2023-08-17 11:34:30,Y8IDUY,QEDXRC,UNDER GRADUATION(UG),ST,Other,-9.0000,,,,,
2023-08-17 11:50:23,U9VMEU,LSLAQD,,UG,Check out,,75520,DATA COMMUNICATIONS AND NETWORKING,"FOROUZAN, BEHROUZ A.",RIT,RIT
2023-08-17 11:53:50,8S7YH6,GTIR50,Architecture(ARCH),UG,Check in,-,85764,RAJ REWAL : INNOVATIVE ARCHTIECTURE AND TRADITION,KENNETH FRAMPTON,RIT,RIT
2023-08-17 11:59:39,8S7YH6,GTIR50,Architecture(ARCH),UG,Other,-514.0000,,,,,
2023-08-17 12:00:20,1YELA7,GB4RQ5,CSE,UG,Renew,-,100127,FUNDAMENTALS OF DATA STRUCTURES IN C,"HOROWITZ, ELLIS SAHNI,SARTAJ ANDERSON, FREED",RIT,RIT
2023-08-17 12:01:02,9430YA,2U4FPK,ECE,UG,Check out,,99409,DATA STRUCTURSE AND ALGORITHMS IN PYTHON,"GOODRICH,MICHAELI AND OTHERS",RIT,RIT
2023-08-17 12:06:40,ASBZWS,DL3CVT,ME,UG,Renew,-,92334,ENGINEERING MECHANICS: STATICS AND DYNAMICS,NELSON A,RIT,RIT
2023-08-17 12:10:43,JAWO6Z,58V0QK,AIML,UG,Renew,-,70351,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA. M. N",RIT,RIT
2023-08-17 12:20:34,J5JRDQ,ZY3XBM,MECH,ST,Check out,,86501,MECHANICAL MEASUREMENTS,BECKWITH,RIT,RIT
2023-08-17 12:22:30,HNMLMZ,P6NNT9,MECHANICAL ENGINEERING,ST,Check out,,DB2400,AUTOMOTIVE ENGINEERING,"NAGARAJ, P. B.",RIT,RIT
2023-08-17 12:22:44,HNMLMZ,P6NNT9,MECHANICAL ENGINEERING,ST,Check out,,78422,MANAGEMENT AND ENTREPRENEURSHIP,NAIDU,RIT,RIT
2023-08-17 12:23:12,W99O0S,70DOHZ,MECHANICAL ENGINEERING,ST,Check out,,78421,MANAGEMENT AND ENTREPRENEURSHIP,NAIDU,RIT,RIT
2023-08-17 12:24:52,ZU3RLJ,SU8OBO,CIVIL ENGINEERING,ST,Check in,-,89361,DYNAMICS OF STRUCTURES THEORY AND APPLICATIONS TO EARTHQUAKE ENGINEERING,CHOPRA,RIT,RIT
2023-08-17 12:31:40,BFXNPZ,SVI9RI,,ST,Check out,,74358,ADVANCED RCC DESIGN,S S BHAVIKATTI,RIT,RIT
2023-08-17 12:34:30,EED3N6,4OA47Y,UNDER GRADUATION(UG),UG,Check out,,39373,ENGINEERING CIRCUIT ANALYSIS,"HAYT, WILLIAM H",RIT,RIT
2023-08-17 12:37:45,V28BQW,ZWX85D,BT,UG,Check out,,70360,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA. M. N",RIT,RIT
2023-08-17 12:38:24,TOBOLM,C7Z4LK,BT,UG,Check out,,85431,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA M N",RIT,RIT
2023-08-17 12:38:35,TOBOLM,C7Z4LK,BT,UG,Check out,,93371,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2023-08-17 12:39:25,276KDX,VVCLQE,UNDER GRADUATION(UG),ST,Renew,-,91864,GATE: 2020COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,PUBLICATIONS G K,RIT,RIT
2023-08-17 12:41:15,81SYFI,NWN8B8,UNDER GRADUATION(UG),UG,Renew,-,92267,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2023-08-17 12:42:35,CGAWQL,0PJ5JD,PG,PG,Check out,,68375,DESIGN OF BRIDGES,"KRISHNA RAJU, N",RIT,RIT
2023-08-17 12:42:41,AX7VA0,1YK9B1,UNDER GRADUATION(UG),UG,Renew,-,99582,HOW TO THINK LIKE A COMPUTER SCIENTIST LEARNIG WITH PHTHON,"DOWNEY ALLEN, ELKNER JEFFREY, MEYERS, CHRIS",RIT,RIT
2023-08-17 12:42:54,AX7VA0,1YK9B1,UNDER GRADUATION(UG),UG,Renew,-,92278,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2023-08-17 12:47:25,HZUQNR,6E8K1X,UNDER GRADUATION(UG),UG,Renew,-,99580,HOW TO THINK LIKE A COMPUTER SCIENTIST LEARNIG WITH PHTHON,"DOWNEY ALLEN, ELKNER JEFFREY, MEYERS, CHRIS",RIT,RIT
2023-08-17 12:48:01,EB5HHX,R3DO99,UNDER GRADUATION(UG),UG,Renew,-,65372,COMPLETE REFERENCE JAVA,SHILDT HERBERT,RIT,RIT
2023-08-17 12:48:33,4UGXMF,OCW9VA,CSE,PG,Check in,-,90948,INTRODUCTION TO ALGORITHMS,"THOMAS H. CORMEN, CHARLES E. LEISERSON, RONAL L. RIVEST, CLIFFORD STEIN",RIT,RIT
2023-08-17 12:57:02,RBRBSZ,OWTGJ8,,PHD,Check out,,63033,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2023-08-17 13:00:23,ZN7GQZ,8QQIXR,CHEM,UG,Renew,-,95689,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-08-17 13:00:33,ZN7GQZ,8QQIXR,CHEM,UG,Renew,-,77734,ELEMENTS OF MECHANICAL ENGINEERING,PRAVEEN,RIT,RIT
2023-08-17 13:06:25,0YQETR,A3X81C,UNDER GRADUATION(UG),ST,Check in,-,87717,MACHINE LEARNING WITH PYTHON COOKBOOK,ALBOM,RIT,RIT
2023-08-17 13:07:50,WTU1YM,T7CKY1,MCA,PG,Renew,-,MC4046,COMPUTER NETWORKING: A TOP-DOWN APPROACH FEATURING THE INTERNET,KUROSE J F,RIT,RIT
2023-08-17 13:08:18,0YQETR,A3X81C,UNDER GRADUATION(UG),ST,Other,-31.0000,,,,,
2023-08-17 13:09:57,ZUASAG,3LGUXI,MBA,PG,Check in,-,MB6061,BUSINESS LAW,"HAVALDAR, KRISHNA K. AND GULSHAN S.S.",RIT,RIT
2023-08-17 13:26:04,W9RF35,7M2Z4W,BT,ST,Check out,,73241,CHEMICAL ENGINEERING THERMODYNAMICS,NARAYANAN K V,RIT,RIT
2023-08-17 13:26:10,W9RF35,7M2Z4W,BT,ST,Check out,,94066,UNIT OPERATIONS-II: HEAT & MASS TRANSFER,"GAVHANE, K A",RIT,RIT
2023-08-17 13:31:14,QHA1MU,2NN6QD,UNDER GRADUATION(UG),UG,Renew,-,68441,ESTIMATING & COSTING IN CIVIL ENGINEERING,DUTTA B N,RIT,RIT
2023-08-17 13:35:20,CADTDI,U4MPNZ,UNDER GRADUATION(UG),UG,Check out,,98644,WASTE WATER TREATMENT,M N RAO,RIT,RIT
2023-08-17 13:35:28,CADTDI,U4MPNZ,UNDER GRADUATION(UG),UG,Check out,,89509,RAILWAY ENGINEERING,CHANDRA,RIT,RIT
2023-08-17 13:35:55,YMBYTT,NOI1Y5,UNDER GRADUATION(UG),UG,Check out,,98647,WASTE WATER TREATMENT,M N RAO,RIT,RIT
2023-08-17 13:36:01,YMBYTT,NOI1Y5,UNDER GRADUATION(UG),UG,Check out,,71969,RAILWAY ENGINEERING,CHANDRA SATISH,RIT,RIT
2023-08-17 13:44:23,ZTQE4Q,KXEPD1,UNDER GRADUATION(UG),ST,Check out,,67222,DATA COMMUNICATIONS AND NETWORKING,"FOROUZAN, BEHROUZ A",RIT,RIT
2023-08-17 13:44:30,ZTQE4Q,KXEPD1,UNDER GRADUATION(UG),ST,Check out,,87584,"COMPTIA SECURITY+ STUDY GUIDE: EXAM SY0-501 , 7ED",DULANEY,RIT,RIT
2023-08-17 13:45:47,LZ6HRK,2GAUSL,UNDER GRADUATION(UG),UG,Check out,,86508,MECHANICAL VIBRATIONS,SINGH,RIT,RIT
2023-08-17 13:46:36,HQNJVE,FWL05V,UNDER GRADUATION(UG),ST,Check out,,67214,DATA COMMUNICATIONS AND NETWORKING,"FOROUZAN, BEHROUZ A",RIT,RIT
2023-08-17 13:50:37,6F6AKX,DKEAGD,MBA,PG,Check out,,45272,ELEMENTS OF MERCAHTILE LAW: INCLUDING COMPANY LAW AND INDUSTRIAL LAW,KAPOOR N D,RIT,RIT
2023-08-17 13:59:39,DN8ILC,HI6GG6,UNDER GRADUATION(UG),ST,Check in,-,94312,WASTEWATER ENGINEERING ENVIRONMENTAL ENGINEERING-II,PUNMIA B C,RIT,RIT
2023-08-17 13:59:48,DN8ILC,HI6GG6,UNDER GRADUATION(UG),ST,Check in,-,81480,INDETERMINATE STRUCTURAL ANALYSIS VOL,MUTHU,RIT,RIT
2023-08-17 14:00:34,DN8ILC,HI6GG6,UNDER GRADUATION(UG),ST,Check out,,94312,WASTEWATER ENGINEERING ENVIRONMENTAL ENGINEERING-II,PUNMIA B C,RIT,RIT
2023-08-17 14:00:38,DN8ILC,HI6GG6,UNDER GRADUATION(UG),ST,Check out,,81480,INDETERMINATE STRUCTURAL ANALYSIS VOL,MUTHU,RIT,RIT
2023-08-17 14:19:35,QNS8J2,J7AEYG,MBA,PG,Check out,,DB3828,ELEMENTS OF MERCANTI AND LAW,KAPOOR N D,RIT,RIT
2023-08-17 14:35:17,YU8338,RACK3Q,,PG,Renew,-,23145,COMPLETE INDOOR GARDEN,"WRIGHT, MICHAEL",RIT,RIT
2023-08-17 14:35:17,76X83O,WWDJML,EEE,UG,Renew,-,71112,FLUID MECHANICS IN SI UNITS,"CENGEL, YONUS, A.",RIT,RIT
2023-08-17 14:35:24,NYI4BG,WYWX5N,UNDER GRADUATION(UG),UG,Renew,-,100400,Kannada Kali Learn Kannada Through English with Hindi Transliteration,Kannakumari S,RIT,RIT
2023-08-17 14:40:44,VHV7GD,AE1J6I,ME,UG,Check in,-,93139,ELEMENTS OF MECHANICAL ENGINEERING,GOPALAKRISHNA K R,RIT,RIT
2023-08-17 14:44:05,7NIT4F,PZEH2F,TS,TS,Check in,-,28915,ESSENTIALS OF MANAGEMENT,"KOONTZ, HAROLD",RIT,RIT
2023-08-17 14:45:17,VHV7GD,AE1J6I,ME,UG,Check in,-,MC2951,HTML AND CSS: THE COMPLETE REFERENCE,POWELL THOMAS A,RIT,RIT
2023-08-17 14:47:46,9Z6BUR,GJN6AE,MECHANICAL ENGINEERING,ST,Renew,-,DB3503,OPERATIONS MANAGEMENT,K.R. PHANEESH,RIT,RIT
2023-08-17 14:47:54,9Z6BUR,GJN6AE,MECHANICAL ENGINEERING,ST,Renew,-,90665,TEXTBOOK OF MECHANICAL VIBRATIONS,DUKKIPATI R.V,RIT,RIT
2023-08-17 14:48:15,VHV7GD,AE1J6I,ME,UG,Other,-4.0000,,,,,
2023-08-17 14:53:03,7NIT4F,PZEH2F,TS,TS,Check out,,100272,DATA COMMUNICATION AND NETWORKING WITH TCP/IP PROTOCOL SUITE,"FOROUZAN, BEHROOZ A",RIT,RIT
2023-08-17 14:58:48,3NOLO8,637QXR,UNDER GRADUATION(UG),UG,Renew,-,68439,ESTIMATING & COSTING IN CIVIL ENGINEERING,DUTTA B N,RIT,RIT
2023-08-17 15:02:32,WMROAU,H05N1A,UNDER GRADUATION(UG),UG,Check out,,66468,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2023-08-17 15:03:52,0INBI4,NYI60V,UNDER GRADUATION(UG),UG,Check out,,DB6476,Indian Polity for Civil Services and State Services Examinations,Lakshmikanth M,RIT,RIT
2023-08-17 15:13:34,IVESIF,BMWM7G,IEM,ST,Check in,-,84264,OPERATIONS RESEARCH,"MARIAPPAN, P",RIT,RIT
2023-08-17 15:20:13,4E2N9J,5838TG,BT,UG,Renew,-,97689,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2023-08-17 15:20:30,MTUPDH,80I8RT,BT,UG,Renew,-,97684,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2023-08-17 15:26:29,PYZITY,D6LNQ4,CV,UG,Renew,-,94310,WASTEWATER ENGINEERING ENVIRONMENTAL ENGINEERING-II,PUNMIA B C,RIT,RIT
2023-08-17 15:26:39,PYZITY,D6LNQ4,CV,UG,Renew,-,94587,BASIC STRUCTURAL ANALYSIS,REDDY C S,RIT,RIT
2023-08-17 15:30:45,IVESIF,BMWM7G,IEM,ST,Renew,-,65798,APPLIED STATISTICS AND PROBABILITY FOR ENGINEERS,"MONTGOMERY, DOUGLAS C",RIT,RIT
2023-08-17 15:30:54,IVESIF,BMWM7G,IEM,ST,Renew,-,77079,BASIC ELECTRONICS,GODSE,RIT,RIT
2023-08-17 15:31:40,IVESIF,BMWM7G,IEM,ST,Renew,-,76163,OPERATIONS RESEARCH: A DECISION MAKING TOOL FOR ENGINEERS AND MANAGERS,RANGANATH B J,RIT,RIT
2023-08-17 15:31:56,NOQQIG,7GUORF,BT,ST,Renew,-,95656,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-08-17 15:32:08,NOQQIG,7GUORF,BT,ST,Renew,-,73251,CHEMICAL ENGINEERING THERMODYNAMICS,NARAYANAN K V,RIT,RIT
2023-08-17 15:32:41,ZQDLC3,6Y8TMK,MCA,PG,Check in,-,MC4646,OPERATING SYSTEM CONCEPTS,"SILBERSCHATZ, ABRAHAM,",RIT,RIT
2023-08-17 15:33:00,ER5850,CARBCV,UNDER GRADUATION(UG),UG,Renew,-,MC4625,MASTERING BLOCK CHAIN,"BASHIR, IMRAN",RIT,RIT
2023-08-17 15:34:48,IVESIF,BMWM7G,IEM,ST,Other,-200.0000,,,,,
2023-08-17 15:36:18,IVESIF,BMWM7G,IEM,ST,Check out,,92670,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-08-17 15:40:23,ZQDLC3,6Y8TMK,MCA,PG,Check in,-,DB4513,OPERATING SYSTEMS:PRINCIPLES DESIGN AND APPLICATIONS,"STUART,BRIAN L",RIT,RIT
2023-08-17 15:49:32,LMXMHH,DQ6PAX,TS,TS,Check out,,79956,DATA STRUCTURES USING C,THAREJA REEMA,RIT,RIT
2023-08-17 15:49:45,LMXMHH,DQ6PAX,TS,TS,Check out,,DB3411,INTRODUCTION TO DATA STRUCTURES IN C,ASHOK N. KAMTHANE,RIT,RIT
2023-08-17 16:05:54,AWGOZU,4M65O1,UNDER GRADUATION(UG),UG,Check out,,98318,Deep learning,"Bengio, Yoshua, Ian J. Goodfellow, and Aaron Courville.",RIT,RIT
2023-08-17 16:08:50,4BZLL9,9E33ZF,TS,TS,Check out,,71531,DIGITAL IMAGE PROCESSING,SRIDHAR S,RIT,RIT
2023-08-17 16:11:06,YZXWRS,3IKZW4,Architecture,UG,Check in,-,94834,SURVEYING-VOL-I,PUNMIA B C,RIT,RIT
2023-08-17 16:12:05,JI7CFX,2ORK4T,Architecture,UG,Check in,-,94831,SURVEYING-VOL-I,PUNMIA B C,RIT,RIT
2023-08-17 16:43:32,9J7JGZ,UN7D6N,CV,ST,Check out,,98088,Wiley's GATE Civil Engineering Chapter-wise Solved Papers (2000-2020,Mahesh Mungule and Rahul Deshpande,RIT,RIT
2023-08-17 16:48:02,VW5IOQ,HAIYZZ,MECHANICAL ENGINEERING,ST,Check out,,65005,WIND ENERGY: THEORY AND PRACTICE,"AHMED, SIRAJ",RIT,RIT
2023-08-17 17:00:45,CKFQC9,EFOU8G,UNDER GRADUATION(UG),ST,Check in,-,65914,"HIGHWAY MATERIALS, AND PAVEMENT TESTING",KHANNA S K,RIT,RIT
2023-08-17 17:04:18,ECJUD2,GFA0KM,UNDER GRADUATION(UG),ST,Check in,-,97605,MATHEMATICS FOR MACHINE LEARNING,"DEISENROTH, MARC PETER; FAISAL, A. ALDO; ONG, CHENG SOON",RIT,RIT
2023-08-17 17:04:25,ECJUD2,GFA0KM,UNDER GRADUATION(UG),ST,Check in,-,98321,Deep learning,"Bengio, Yoshua, Ian J. Goodfellow, and Aaron Courville.",RIT,RIT
2023-08-17 17:04:55,ECJUD2,GFA0KM,UNDER GRADUATION(UG),ST,Check out,,98320,Deep learning,"Bengio, Yoshua, Ian J. Goodfellow, and Aaron Courville.",RIT,RIT
2023-08-17 17:05:01,ECJUD2,GFA0KM,UNDER GRADUATION(UG),ST,Check out,,97610,MATHEMATICS FOR MACHINE LEARNING,"DEISENROTH, MARC PETER; FAISAL, A. ALDO; ONG, CHENG SOON",RIT,RIT
2023-08-17 17:08:26,CKFQC9,EFOU8G,UNDER GRADUATION(UG),ST,Check out,,70486,A TEXTBOOK OF FLUID MECHANICS AND HYDRAULIC MACHINES,"BANSAL,R K",RIT,RIT
2023-08-17 18:35:01,T2O32T,0BWEUJ,UNDER GRADUATION(UG),ST,Check out,,59618,ARM SYSTEM-ON-CHIP ARCHITECTURE,FURBER STEVE,RIT,RIT
2023-08-17 20:16:14,835ETK,I7NPPP,CIVIL ENGINEERING,ST,Check out,,95206,ENGINEERING MECHANICS,TIMOSHENKO S,RIT,RIT
2023-08-18 09:27:01,835ETK,I7NPPP,CIVIL ENGINEERING,ST,Check in,-,95206,ENGINEERING MECHANICS,TIMOSHENKO S,RIT,RIT
2023-08-18 09:29:19,WDOPGO,SF5INZ,MBA,PG,Check in,-,DB6181,AVARANA,S L BAIRAPPA,RIT,RIT
2023-08-18 09:36:46,C47E0N,XZFX7S,UNDER GRADUATION(UG),UG,Check out,,54495,AUTOMOTIVE MECHANICS,SRINIVASAN S,RIT,RIT
2023-08-18 09:38:29,QI28IX,7QL5U4,UNDER GRADUATION(UG),ST,Check in,-,100093,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,"LEVITIN, ANANY",RIT,RIT
2023-08-18 09:38:34,QI28IX,7QL5U4,UNDER GRADUATION(UG),ST,Check in,-,99865,OPERATING SYSTEM CONCEPT,"SILBERSCHATZ , ABRAHAM GALVIN , PETER BAER, GREG GAGNE",RIT,RIT
2023-08-18 09:38:39,QI28IX,7QL5U4,UNDER GRADUATION(UG),ST,Check in,-,83625,HACKING EXPOSED NETWORK SECURITY SECRETS & SOLUTIONS,"STUART MCCLURE, JOEL SCAMBRAY",RIT,RIT
2023-08-18 09:41:35,QI28IX,7QL5U4,UNDER GRADUATION(UG),ST,Other,-20.0000,,,,,
2023-08-18 09:47:05,VXZTQR,UVWT1I,UNDER GRADUATION(UG),UG,Renew,-,92282,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2023-08-18 09:54:34,0I3X0M,HHJ81B,UNDER GRADUATION(UG),UG,Renew,-,68434,ESTIMATING & COSTING IN CIVIL ENGINEERING,DUTTA B N,RIT,RIT
2023-08-18 09:57:11,0I3X0M,HHJ81B,UNDER GRADUATION(UG),UG,Other,-24.0000,,,,,
2023-08-18 10:07:51,R5ZEEM,OB8NDK,UNDER GRADUATION(UG),UG,Check in,-,67997,THE DEFINITIVE GUIDE TO ARM CORTEX-M3 AND CORTEX-M4 PROCESSORS,"YIU, JOSEPH",RIT,RIT
2023-08-18 10:08:02,R5ZEEM,OB8NDK,UNDER GRADUATION(UG),UG,Check in,-,DB966,"INTEL MICROPROCESSORS: 8086/8088.186,286 ETC.,:ARCHITECTURE, PROGRAMMING AND INTERFACING","BREY, BARRY",RIT,RIT
2023-08-18 10:09:11,FX5G6B,BGBGTW,,TS,Check out,,MC4045,"OBJECT ORIENTED ANALYSIS, DESIGN AMD IMPLEMENTATION","DATHAN, BRAHMA",RIT,RIT
2023-08-18 10:10:37,R5ZEEM,OB8NDK,UNDER GRADUATION(UG),UG,Other,-2.0000,,,,,
2023-08-18 10:23:27,Q42XV6,9NUH0Z,CSE,PG,Renew,-,90949,INTRODUCTION TO ALGORITHMS,"THOMAS H. CORMEN, CHARLES E. LEISERSON, RONAL L. RIVEST, CLIFFORD STEIN",RIT,RIT
2023-08-18 10:30:17,83KTQD,FQ3GO9,UNDER GRADUATION(UG),ST,Renew,-,91276,HANDS ON MACHINE LEARNING WITH SCIKIT: LEARN AND TENSOR FLOW,"GERON, AURELIN",RIT,RIT
2023-08-18 10:31:10,Z4VJ14,K29Y7A,UNDER GRADUATION(UG),ST,Renew,-,98999,"ARCHITECTURE, PROGRAMMING AND INTERFACING OF LOW POWER PROCESSORS","DAS, LYLA B",RIT,RIT
2023-08-18 10:45:04,HZUQNR,6E8K1X,UNDER GRADUATION(UG),UG,Renew,-,92295,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2023-08-18 10:47:58,IZ8YQ9,D0S1NP,MCA,PG,Check in,-,MC3419,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,LEVITIN ANANY,RIT,RIT
2023-08-18 10:50:39,4J4JPA,MLLILH,MCA,PG,Renew,-,MC4337,INTRODUCTION TO THE DESIGN OF ANALYSIS OF ALGORITHMS,"LEVITIN,ANANY",RIT,RIT
2023-08-18 10:50:57,4J4JPA,MLLILH,MCA,PG,Renew,-,MC4310,HACKING FOR DUMMIES,"BEAVER, KEVIN",RIT,RIT
2023-08-18 10:51:51,4J4JPA,MLLILH,MCA,PG,Check in,-,87297,JAVA COMPLETE REFERENCE,SCHILDT,RIT,RIT
2023-08-18 10:52:41,4J4JPA,MLLILH,MCA,PG,Check out,,87297,JAVA COMPLETE REFERENCE,SCHILDT,RIT,RIT
2023-08-18 10:54:11,4UGXMF,OCW9VA,CSE,PG,Check in,-,65559,SOFTWARE ENGINEERING :A PRACTITIONERS APPROACH,PRESSMAN ROGER,RIT,RIT
2023-08-18 10:54:53,3RRCSX,CZ5BEA,CSE,ST,Check in,-,65886,SOFTWARE ENGINEERING: A PRACTITIONER'S APPROACH,"PRESSMAN, ROGER S",RIT,RIT
2023-08-18 10:55:02,3RRCSX,CZ5BEA,CSE,ST,Check in,-,79087,SOFTWARE ENGINEERINH,SOMMERVILLE,RIT,RIT
2023-08-18 10:55:36,KPWW5R,NMT3HQ,PG,PG,Check in,-,45276,PERSONAL AND HUMAN RESOURCE MANAGEMNT,SUBBA RAO P,RIT,RIT
2023-08-18 10:55:46,KPWW5R,NMT3HQ,PG,PG,Check in,-,MB7792,MARKETING MANAGEMENT,"KOTLER,PHILIP",RIT,RIT
2023-08-18 10:56:07,52CQIA,M9XJHP,ECE,UG,Check in,-,41895,"EMBEDDED / REAL-TIME SYSTEMS: CONCEPTS, DESIGN AND PROGRAMMING-THE ULTIMATE REFERENCE",PRASAD K V K K,RIT,RIT
2023-08-18 10:56:26,M3V479,DX4F6A,MBA,PG,Check out,,MB5186,ELEMENTS OF MERCHANTILE LAWS,"KAPOOR, N D",RIT,RIT
2023-08-18 11:00:16,KO18D4,J6RDA6,MCA,PG,Check in,-,MC4335,INTRODUCTION TO THE DESIGN OF ANALYSIS OF ALGORITHMS,"LEVITIN,ANANY",RIT,RIT
2023-08-18 11:00:34,E002AK,LYO7GC,CSE,UG,Other,-59.0000,,,,,
2023-08-18 11:01:14,KO18D4,J6RDA6,MCA,PG,Check out,,MC4335,INTRODUCTION TO THE DESIGN OF ANALYSIS OF ALGORITHMS,"LEVITIN,ANANY",RIT,RIT
2023-08-18 11:02:13,839MQN,JR5FMV,CSE_CY,UG,Check in,-,98299,PRINCIPLES OF PHYSICS,"RESNICK, HALLIDAY AND JEARL WALKER",RIT,RIT
2023-08-18 11:04:00,C6UH7U,XXIAED,MBA,PG,Check out,,MB5183,ELEMENTS OF MERCHANTILE LAWS,"KAPOOR, N D",RIT,RIT
2023-08-18 11:04:19,VMBMX1,DQE2GU,CHEM,UG,Check in,-,93067,ELEMENTS OF MECHANICAL ENGINEERING,GOPALAKRISHNA K R,RIT,RIT
2023-08-18 11:05:34,FCWNAJ,7EX2CU,PG,PG,Check in,-,MB7515,PRODUCTION AND OPERATIONS MANAGEMENT,ASWATHAPPA,RIT,RIT
