Date,card_number,full_name,Department,Category,Transaction,Amount,Barcode,Title,Author,homebranch,holdingbranch
2023-01-24 15:26:45,8ZOH7J,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,71513,COURSE ON COMPUTER CONCEPTS,THAREJA REEMA,RIT,RIT
2023-01-24 15:26:52,8ZOH7J,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,DB894,CONSTITUTION OF INDIA PROFESSIONAL ETHICS,PHANEESH K R,RIT,RIT
2023-01-24 15:27:20,53W8RB,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,93183,ENGINEERING DRAWING,BHATT LATE N D,RIT,RIT
2023-01-24 15:27:48,HML0N5,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,97694,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2023-01-24 15:29:24,HML0N5,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,93852,ADVANCED CALCULUS AND NUMERICAL METHODS,CHANDRASHEKAR K S,RIT,RIT
2023-01-24 15:34:52,84O3BL,ICJDNV,ME,UG,Renew,-,76184,ENGINEERING CHEMISTRY,GADAG R V,RIT,RIT
2023-01-24 15:35:00,PHEI04,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,70639,AUTOMOBILE ENGINEERING,"RAJPUT, R K",RIT,RIT
2023-01-24 15:35:06,PHEI04,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,38495,PRODUCT DESIGN AND MANUFACTURING,"CHITALE, A K",RIT,RIT
2023-01-24 15:35:08,2KRISI,ICJDNV,ME,UG,Renew,-,71053,ENGINEERING PROBLEM SOLVING WITH C,"ETTER, DELORES M",RIT,RIT
2023-01-24 15:35:27,2KRISI,ICJDNV,ME,UG,Renew,-,66420,CHEMISTRY FOR ENGINEERING STUDENTS,"JAI PRAKASH, B S",RIT,RIT
2023-01-24 15:35:49,2KRISI,ICJDNV,ME,UG,Other,-2.0000,,,,,
2023-01-24 15:36:05,PHEI04,ICJDNV,UNDER GRADUATION(UG),UG,Other,-70.0000,,,,,
2023-01-24 15:37:21,1QFA5W,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,74544,BASIC ELECTRICAL ENGINEERING,CHANDRASHEKARAIAH P M,RIT,RIT
2023-01-24 15:39:08,75LJIL,ICJDNV,CSE,UG,Check in,-,71884,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-01-24 15:39:17,75LJIL,ICJDNV,CSE,UG,Renew,-,95783,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-01-24 15:39:41,75LJIL,ICJDNV,CSE,UG,Other,-38.0000,,,,,
2023-01-24 15:41:28,MUA86C,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,76936,AN INTRODUCTION TO THE CONSTITUTION OF INDIA,PYLEE,RIT,RIT
2023-01-24 15:41:40,MUA86C,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,93732,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2023-01-24 15:42:17,IONB70,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,93819,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2023-01-24 15:42:39,XA8G5U,ICJDNV,CHEM,UG,Check out,,93803,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2023-01-24 15:42:56,G1LHQ6,ICJDNV,AIDS,UG,Check in,-,95770,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-01-24 15:43:12,SGAT6U,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,93972,ENGINEERING DRAWING VOL.2,GOPALAKRISHNA K R,RIT,RIT
2023-01-24 15:43:30,WB31UL,ICJDNV,BT,UG,Check in,-,95787,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-01-24 15:43:51,D6XOWO,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,92228,BASIC ELECTRICAL ENGINEERING,KULSHRESHTHA D,RIT,RIT
2023-01-24 15:43:57,HF8P6G,ICJDNV,UNDER GRADUATION(UG),UG,Other,-2.0000,,,,,
2023-01-24 15:44:01,D6XOWO,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,77323,CONSTITUTION OF INDIA AND PROFESSIONAL ETHICS AND HUMAN RIGHTS,PHANEESH,RIT,RIT
2023-01-24 15:44:47,KR8WN4,ICJDNV,UNDER GRADUATION(UG),ST,Check out,,52162,HDL PROGRAMMING: VHDL AND VERILOG (WITH CD),BOTROS NAZEITH,RIT,RIT
2023-01-24 15:44:50,D6XOWO,ICJDNV,UNDER GRADUATION(UG),UG,Other,-2.0000,,,,,
2023-01-24 15:46:27,SE6LPP,ICJDNV,BT,UG,Check in,-,95652,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-01-24 15:47:00,7BP1UY,ICJDNV,CV,UG,Check out,,71884,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-01-24 15:48:06,HYCOX8,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,84673,ENGINEERING CHEMISTRY,JAIN P C,RIT,RIT
2023-01-24 15:50:10,Y7PQ7B,ICJDNV,BT,UG,Other,-7.0000,,,,,
2023-01-24 16:00:20,F8YYPA,ICJDNV,PG,PG,Check out,,DB4120,PRESTRESSED CONCRETE: IS: 1343-2012 BS EN : 1992-1-1-2004 ACI:318M-2011,"RAJU, KRISHNA N",RIT,RIT
2023-01-24 16:00:26,F8YYPA,ICJDNV,PG,PG,Check out,,81303,ANALYSIS & DESIGN OF SUBSTRUCTURES,SWAMI SARAN,RIT,RIT
2023-01-24 16:00:48,KGO9QW,ICJDNV,PG,PG,Check out,,80093,EARTHQUAKE-RESISTANT DESIGN OF STRUCTURES,DUGGAL. S.K.,RIT,RIT
2023-01-24 16:00:53,KGO9QW,ICJDNV,PG,PG,Check out,,76940,ANALYSIS AND DESIGN OF SUBSTRUCTURES LIMIT STATE DESIGN,SARAN,RIT,RIT
2023-01-24 16:01:16,4091CG,ICJDNV,PG,PG,Check out,,72164,EARTHQUAKE RESISTANT DESIGN OF BUILDING STRUCTURES,VINOD HOSU,RIT,RIT
2023-01-24 16:02:24,4091CG,ICJDNV,PG,PG,Check out,,89490,PRESTRESSED CONCRETE,KRISHNA RAJU,RIT,RIT
2023-01-24 16:02:56,4436MM,ICJDNV,PG,PG,Check out,,76941,ANALYSIS AND DESIGN OF SUBSTRUCTURES LIMIT STATE DESIGN,SARAN,RIT,RIT
2023-01-24 16:05:11,QHK0SK,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,91331,CONCRETE TECHNOLOGY: THEORY AND PRACTICES,SHETTY M S,RIT,RIT
2023-01-24 16:05:16,QHK0SK,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,75757,FUNDAMENTALS OF REINFORCED CONCRETE DESIGN,"GAMBHIR, M L",RIT,RIT
2023-01-24 16:21:32,J62DJT,ICJDNV,CSE_CY,UG,Check in,-,56053,COMPUTER SCIENCE A STRUCTURED PROGRAMMING A USING C,BEHROUZ,RIT,RIT
2023-01-24 16:22:56,JJ3OYL,ICJDNV,CSE_AIML,UG,Check in,-,95649,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-01-24 16:23:04,JJ3OYL,ICJDNV,CSE_AIML,UG,Check in,-,92669,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-01-24 16:23:15,2BHYJH,ICJDNV,CSE_AIML,UG,Check in,-,66229,KANNADA KALI,HALEMANE LINGADVARU,RIT,RIT
2023-01-24 16:24:00,2BHYJH,ICJDNV,CSE_AIML,UG,Other,-1.0000,,,,,
2023-01-24 16:25:08,15469X,ICJDNV,CSE,UG,Renew,-,95716,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-01-24 16:25:56,OHIVAQ,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,92780,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-01-24 16:26:14,OHIVAQ,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,93821,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2023-01-24 16:26:19,OHIVAQ,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,76223,ENGINEERING CHEMISTRY,GADAG R V,RIT,RIT
2023-01-24 16:26:47,OHIVAQ,ICJDNV,UNDER GRADUATION(UG),UG,Other,-4.0000,,,,,
2023-01-24 16:31:29,J62DJT,ICJDNV,CSE_CY,UG,Check in,-,92455,KANNADA KALI,HALEMANE LINGADVARU,RIT,RIT
2023-01-24 16:31:34,J62DJT,ICJDNV,CSE_CY,UG,Check in,-,93411,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2023-01-24 16:32:24,J62DJT,ICJDNV,CSE_CY,UG,Other,-8.0000,,,,,
2023-01-24 16:33:21,154DX7,ICJDNV,CSE_AIML,UG,Check in,-,62179,ELECTRONIC DEVICES AND CIRCUITS,"BELL, DAVID A",RIT,RIT
2023-01-24 16:34:27,154DX7,ICJDNV,CSE_AIML,UG,Other,-3.0000,,,,,
2023-01-24 16:35:11,AC1HKP,ICJDNV,CSE,UG,Check in,-,55153,COPUTER SCIENCE: A STRUCTURED PROGRAMMING APPROACH USING C,FOROUZAN BEHROUG F,RIT,RIT
2023-01-24 16:35:33,EM659W,ICJDNV,AIML,UG,Check in,-,95823,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-01-24 16:35:46,DDY49K,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,66430,CHEMISTRY FOR ENGINEERING STUDENTS,"JAI PRAKASH, B S",RIT,RIT
2023-01-24 16:36:50,DDY49K,ICJDNV,UNDER GRADUATION(UG),UG,Other,-7.0000,,,,,
2023-01-24 16:38:07,SFNB19,ICJDNV,CSE_AIML,UG,Check in,-,92284,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2023-01-24 16:38:19,BWGVWX,ICJDNV,CV,UG,Check in,-,95760,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-01-24 16:38:25,BWGVWX,ICJDNV,CV,UG,Check in,-,44733,TEXT BOOK OF ELEMENTS OF MECHANICAL ENGINEERING,"MURTHY, TRYMBAKA S",RIT,RIT
2023-01-24 16:38:31,BWGVWX,ICJDNV,CV,UG,Check in,-,77679,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,PRAKASH,RIT,RIT
2023-01-24 16:38:35,BWGVWX,ICJDNV,CV,UG,Check in,-,95665,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-01-24 16:38:49,VV5F5G,ICJDNV,CV,UG,Check in,-,88590,COMMUNICATION SKILLS A WORKBOOK,KUMAR,RIT,RIT
2023-01-24 16:38:58,VV5F5G,ICJDNV,CV,UG,Check in,-,44658,TEXT BOOK OF ELEMENTS OF MECHANICAL ENGINEERING,"MURTHY, TRYMBAKA S",RIT,RIT
2023-01-24 16:39:09,HODE5P,ICJDNV,ISE,ST,Check in,-,DB3002,ENGINEERING MATHEMATICS PART-I,K.S.C,RIT,RIT
2023-01-24 16:39:15,HODE5P,ICJDNV,ISE,ST,Check in,-,76739,A DETAILED TEXT BOOK OF ENGINEERING PHYSICS,BASAVARAJ,RIT,RIT
2023-01-24 16:39:25,LFELLG,ICJDNV,CSE,UG,Renew,-,66749,ENGINEERING MATHEMATICS-I,CHANDRASHEKAR K S,RIT,RIT
2023-01-24 16:39:31,LFELLG,ICJDNV,CSE,UG,Renew,-,92821,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-01-24 16:39:45,WAAHDF,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,92815,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-01-24 16:39:51,WAAHDF,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,92480,KANNADA KALI,HALEMANE LINGADVARU,RIT,RIT
2023-01-24 16:39:58,WAAHDF,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,88606,ENGLISH LANGUAGE AND COMMUNICATION SKILLS,KUMAR,RIT,RIT
2023-01-24 16:40:08,6AWSU3,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,76804,A TEXTBOOK OF ENGINEERING PHYSICS,AVADHANULU,RIT,RIT
2023-01-24 16:40:31,6AWSU3,ICJDNV,UNDER GRADUATION(UG),UG,Other,-6.0000,,,,,
2023-01-24 16:41:24,9Q913Q,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,66499,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2023-01-24 16:41:31,9Q913Q,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,69514,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-01-24 16:41:51,MXG3SS,ICJDNV,CSE_CY,UG,Renew,-,95699,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-01-24 16:41:58,9Q913Q,ICJDNV,UNDER GRADUATION(UG),UG,Other,-18.0000,,,,,
2023-01-24 16:42:27,RXE59Q,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,92426,KANNADA KALI,HALEMANE LINGADVARU,RIT,RIT
2023-01-24 16:42:32,RXE59Q,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,76793,A TEXTBOOK OF ENGINEERING PHYSICS,AVADHANULU,RIT,RIT
2023-01-24 16:42:36,MXG3SS,ICJDNV,CSE_CY,UG,Renew,-,49324,ELECTRONIC CIRCUITS: FUNDAMENTALS AND APPLICATIONS,"TOOLEY, MIKE",RIT,RIT
2023-01-24 16:43:02,RXE59Q,ICJDNV,UNDER GRADUATION(UG),UG,Other,-1.0000,,,,,
2023-01-24 16:44:27,8BYPSR,ICJDNV,CSE_AIML,UG,Check in,-,66249,KANNADA KALI,HALEMANE LINGADVARU,RIT,RIT
2023-01-24 16:44:51,8BYPSR,ICJDNV,CSE_AIML,UG,Other,-1.0000,,,,,
2023-01-24 16:45:15,6M8MQ9,ICJDNV,CSE_AIML,UG,Renew,-,92685,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-01-24 16:45:24,6M8MQ9,ICJDNV,CSE_AIML,UG,Check in,-,66273,KANNADA KALI,HALEMANE LINGADVARU,RIT,RIT
2023-01-24 16:46:13,5IJ8W6,ICJDNV,CSE_AIML,UG,Renew,-,88609,ENGLISH LANGUAGE AND COMMUNICATION SKILLS,KUMAR,RIT,RIT
2023-01-24 16:46:53,Z6UI3X,ICJDNV,CSE_AIML,UG,Check in,-,71887,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-01-24 16:47:18,Z6UI3X,ICJDNV,CSE_AIML,UG,Other,-1.0000,,,,,
2023-01-24 16:47:43,8C67O4,ICJDNV,CSE,UG,Check in,-,95763,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-01-24 16:48:00,NRMIF8,ICJDNV,CSE_AIML,UG,Check out,,91277,HANDS ON MACHINE LEARNING WITH SCIKIT: LEARN AND TENSOR FLOW,"GERON, AURELIN",RIT,RIT
2023-01-24 16:48:13,NRMIF8,ICJDNV,CSE_AIML,UG,Check out,,38721,RED HAT LINUX VERSION 10 BIBLE FEDORA EDUCATION,"NEGUS, CHRISTOPHER",RIT,RIT
2023-01-24 16:48:44,8C67O4,ICJDNV,CSE,UG,Other,-11.0000,,,,,
2023-01-24 16:50:09,XMHJUP,ICJDNV,AIDS,UG,Check in,-,92807,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-01-24 16:50:25,RXE59Q,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,58032,ELECTRONIC CIRCUITS: FUNDAMENTALS AND APPLICATIONS,TOOLEY MICHAEL,RIT,RIT
2023-01-24 16:50:32,XMHJUP,ICJDNV,AIDS,UG,Other,-3.0000,,,,,
2023-01-24 16:51:30,9BPPDI,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,92908,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-01-24 16:52:02,9BPPDI,ICJDNV,UNDER GRADUATION(UG),UG,Other,-7.0000,,,,,
2023-01-24 16:53:24,RXE59Q,ICJDNV,UNDER GRADUATION(UG),UG,Other,-1.0000,,,,,
2023-01-24 16:53:25,UJZRSS,ICJDNV,CV,UG,Check out,25.0000,BB2983,SEMICONDUCTOR DEVICES,KANO KANAAN,RIT,RIT
2023-01-24 16:53:51,B4AYTH,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,DB4525,"COMPUTER SCIENCE A STRUCTURED PROGRAMMING APPROACH USING C,","FOROUZAN, BEHROUZ A",RIT,RIT
2023-01-24 16:54:37,UJZRSS,ICJDNV,CV,UG,Check in,-,BB2983,SEMICONDUCTOR DEVICES,KANO KANAAN,RIT,RIT
2023-01-24 17:03:11,XMHJUP,ICJDNV,AIDS,UG,Check in,-,62474,INTRODUCTION TO JAVA PROGRAMMING,LIANG DANIEL V,RIT,RIT
2023-01-24 17:05:54,XMHJUP,ICJDNV,AIDS,UG,Other,-3.0000,,,,,
2023-01-24 17:06:23,SEZCUI,ICJDNV,CSE_CY,UG,Renew,-,DB2271,COMPUTER BASICS AND C PROGRAMMING,"RAJARAMAN, V",RIT,RIT
2023-01-24 17:06:39,TLSAKJ,ICJDNV,AIML,UG,Check in,-,63257,MASTERING C,VENUGOPAL K R,RIT,RIT
2023-01-24 17:06:52,TLSAKJ,ICJDNV,AIML,UG,Check in,-,85513,PHYSICS FOR ENGINEERS,SRINIVASAN M R,RIT,RIT
2023-01-24 17:07:08,UEYDK2,ICJDNV,ME,UG,Check in,-,54423,C: THE COMPLETE REFERENCE,"SCHILDT, HERBERT",RIT,RIT
2023-01-24 17:08:28,TLSAKJ,ICJDNV,AIML,UG,Check out,,92702,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-01-24 17:08:31,6W5DJZ,ICJDNV,UNDER GRADUATION(UG),ST,Check out,,88213,DATA STRUCTURES AND ALGORITHM ANAYSIS IN C PLUS PLUS,WEISS,RIT,RIT
2023-01-24 17:09:57,TLSAKJ,ICJDNV,AIML,UG,Check out,,69514,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-01-24 17:10:52,TZ0LYR,ICJDNV,CSE,UG,Check out,,62891,C PROGRAMMING LANGUAGES,KERNIGHAN BRAIN W,RIT,RIT
2023-01-24 17:11:03,TZ0LYR,ICJDNV,CSE,UG,Check out,,71887,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-01-24 17:11:42,70F34M,ICJDNV,UNDER GRADUATION(UG),ST,Check out,,85253,MODERN APPROACH TO VERBAL REASONING,AGGARWAL R S,RIT,RIT
2023-01-24 17:12:09,EZIWW5,ICJDNV,CSE,UG,Check in,-,95766,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-01-24 17:12:20,EZIWW5,ICJDNV,CSE,UG,Check in,-,67753,BASIC ELECTRICAL AND ELECTRONICS ENGINEERING,BHATTACHARYA S K,RIT,RIT
2023-01-24 17:16:02,JXGXEB,ICJDNV,CV,UG,Check out,,93411,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2023-01-24 17:28:32,RXE59Q,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,67203,COMPUTER SCIENCE A STRUCTURED PROGRAMMING APPROACH USING C,FOROUZAN BEHROUZ A,RIT,RIT
2023-01-24 17:29:06,GKJR2B,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,92646,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-01-24 17:30:33,RXE59Q,ICJDNV,UNDER GRADUATION(UG),UG,Other,-1.0000,,,,,
2023-01-24 17:34:29,55PHIM,ICJDNV,CSE,UG,Renew,-,66682,CONCEPTS OF MODERN PHYSICS,BEISER ARTHUR,RIT,RIT
2023-01-24 17:34:48,55PHIM,ICJDNV,CSE,UG,Renew,-,DB2442,BASIC ELECTRONICS FOR ENGINEERS,"NARAYANAPPA, B.",RIT,RIT
2023-01-24 17:53:18,SJN03H,ICJDNV,AIDS,UG,Renew,-,93675,ENGINEERING CHEMISTRY,"GADAG, R V",RIT,RIT
2023-01-24 17:53:29,SJN03H,ICJDNV,AIDS,UG,Renew,-,78136,HIGHER ENGINEERING MATHEMATICS,GREWAL,RIT,RIT
2023-01-24 17:53:42,SJN03H,ICJDNV,AIDS,UG,Renew,-,93816,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2023-01-24 17:54:34,0RV0UY,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,46363,CHEMISTRY FOR ENGINEERING STUDENTS: FOR FIRST YEAR B E COURSE,JAI PRAKASH BS,RIT,RIT
2023-01-24 17:54:40,0RV0UY,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,93848,CALCULUS AND LINEAR ALGEBRA,CHANDRASHEKAR D S,RIT,RIT
2023-01-24 17:54:47,0RV0UY,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,93979,ENGINEERING DRAWING VOL.2,GOPALAKRISHNA K R,RIT,RIT
2023-01-24 17:56:31,SJN03H,ICJDNV,AIDS,UG,Renew,-,97705,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2023-01-24 17:59:42,MD7L1N,ICJDNV,ECE,UG,Renew,-,98818,Internet of Things: A Hands-on Approach,"Arshdeep Bahga, Vijay Madisetti,",RIT,RIT
2023-01-24 17:59:52,MD7L1N,ICJDNV,ECE,UG,Renew,-,71916,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-01-24 18:00:00,MD7L1N,ICJDNV,ECE,UG,Renew,-,93298,CALCULUS AND LINEAR ALGEBRA,CHANDRASHEKAR K S,RIT,RIT
2023-01-24 18:00:08,MD7L1N,ICJDNV,ECE,UG,Renew,-,84666,ENGINEERING CHEMISTRY,JAIN P C,RIT,RIT
2023-01-24 19:19:15,T72VTC,ICJDNV,UNDER GRADUATION(UG),ST,Renew,-,84576,DATA STRUCTURES USING C AND C++,"LANGSAM, YEDIDYAH",RIT,RIT
2023-01-24 19:19:32,T72VTC,ICJDNV,UNDER GRADUATION(UG),ST,Check in,-,DB3411,INTRODUCTION TO DATA STRUCTURES IN C,ASHOK N. KAMTHANE,RIT,RIT
2023-01-24 19:19:43,T72VTC,ICJDNV,UNDER GRADUATION(UG),ST,Check in,-,82034,DIGITAL DESIGN WITH AN INTRODUCTION TO THE VERILOG HDL,MANO,RIT,RIT
2023-01-24 19:23:06,T72VTC,ICJDNV,UNDER GRADUATION(UG),ST,Other,-6.0000,,,,,
2023-01-24 20:48:14,53E42O,ICJDNV,UNDER GRADUATION(UG),ST,Check in,-,79960,DATA STRUCTURES USING C,THAREJA REEMA,RIT,RIT
2023-01-25 09:13:36,A9UFA6,ICJDNV,UNDER GRADUATION(UG),ST,Check in,-,89957,FUNDAMENTALS OF COMPUTER ALGORITHMS,HOROWITZ,RIT,RIT
2023-01-25 09:13:41,A9UFA6,ICJDNV,UNDER GRADUATION(UG),ST,Check in,-,82468,ARTIFICAL INTELLIGENCE,MISHRA,RIT,RIT
2023-01-25 09:13:46,A9UFA6,ICJDNV,UNDER GRADUATION(UG),ST,Check in,-,87101,"ARTIFICIAL INTELLIGENCE AND SOFT COMPUTING FOR BEGINNERS,3ED",ANINDITA DAS,RIT,RIT
2023-01-25 09:13:50,A9UFA6,ICJDNV,UNDER GRADUATION(UG),ST,Check in,-,91274,FUNDAMENTALS OF DEEP LEARNING,"BUDUMA, NIKHIL",RIT,RIT
2023-01-25 09:23:37,VA65JF,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,87018,ROBOTS AND ROBOTICS,MILLER,RIT,RIT
2023-01-25 09:23:44,VA65JF,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,DB3655,DESIGN OF MACHINE ELEMENTS-II,RAGHAVENDRA K,RIT,RIT
2023-01-25 09:24:16,VA65JF,ICJDNV,UNDER GRADUATION(UG),UG,Other,-38.0000,,,,,
2023-01-25 09:25:29,SUIGVV,ICJDNV,AIML,UG,Check in,-,77694,ELEMENTS OF MECHANICAL ENGINEERING,PRAVEEN,RIT,RIT
2023-01-25 09:25:38,SUIGVV,ICJDNV,AIML,UG,Check in,-,95666,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-01-25 09:25:51,ODBJG0,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,77319,CONSTITUTION OF INDIA AND PROFESSIONAL ETHICS AND HUMAN RIGHTS,PHANEESH,RIT,RIT
2023-01-25 09:26:00,ODBJG0,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,92900,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-01-25 09:36:59,LB45FN,NX6VZS,,PHD,Check in,-,61807,COMSUMER BEHAVIOUR: APPLICATIONS IN MARKETING,"EAST, ROBERT, WRIGHT, MALCOM",RIT,RIT
2023-01-25 09:40:03,E0QJHW,ICJDNV,AIML,UG,Check in,-,94875,ENGLISH LANGUAGE AND COMMUNICATION SKILLS FOR ENGINEERS,"SANJAY KUMAR, PUSHP LATA",RIT,RIT
2023-01-25 09:40:30,E0QJHW,ICJDNV,AIML,UG,Renew,-,71377,PROGRAMMING IN ANSI C,BALAGURSAMY E,RIT,RIT
2023-01-25 09:45:29,413FB6,ICJDNV,AIML,UG,Other,-2.0000,,,,,
2023-01-25 09:47:20,2DH5EZ,ICJDNV,UNDER GRADUATION(UG),ST,Check in,-,77488,DIGITAL DESIGN WITH AN INTRODUCTION TO THE VERILOG HDL,MANO,RIT,RIT
2023-01-25 09:47:40,2DH5EZ,ICJDNV,UNDER GRADUATION(UG),ST,Check in,-,69604,DATA STRUCTURES USING C,"TENENBAUM, AARON M",RIT,RIT
2023-01-25 09:47:57,2DH5EZ,ICJDNV,UNDER GRADUATION(UG),ST,Check in,-,62415,JAVA2: COMPLETE REFERENCE,"SCHILDT, HERBERT",RIT,RIT
2023-01-25 09:49:11,2DH5EZ,ICJDNV,UNDER GRADUATION(UG),ST,Other,-3.0000,,,,,
2023-01-25 09:57:21,M1883E,ICJDNV,MBA,PG,Renew,-,MB7613,EMPLOYEE TRAINING AND DEVELOPMENT,NOE,RIT,RIT
2023-01-25 10:18:49,XG69ZW,ICJDNV,PG,PG,Renew,-,MB7981,CONSUMER BEHAVIOR,"SCHIFFMAN, LEON G",RIT,RIT
2023-01-25 10:18:56,XG69ZW,ICJDNV,PG,PG,Renew,-,MB7821,RESEARCH METHODOLOGY METHODS AND TECHNIQUES : METHODS AND TECHNIQUES,"KOTHARI,C R AND GARG,GAURAV",RIT,RIT
2023-01-25 10:19:01,XG69ZW,ICJDNV,PG,PG,Renew,-,MB7610,EMPLOYEE TRAINING AND DEVELOPMENT,NOE,RIT,RIT
2023-01-25 10:19:08,XG69ZW,ICJDNV,PG,PG,Renew,-,MB6878,SERVICES MARKETING,"ZEITHAML, VALARIE A",RIT,RIT
2023-01-25 10:30:20,BUCNF7,ICJDNV,MBA,TS,Check in,-,MB8187,FINANCIAL PLANNING: A READY RECKONER,"SINHA , MADHU",RIT,RIT
2023-01-25 10:30:37,BUCNF7,ICJDNV,MBA,TS,Check in,-,MB8111,INTERNATIONAL FINANCIAL MANAGEMENT,APTE AND KAPSHE,RIT,RIT
2023-01-25 10:31:15,BUCNF7,ICJDNV,MBA,TS,Check in,-,MB8103,PERSONAL FINANCE,KAPOOR,RIT,RIT
2023-01-25 10:41:18,G7WDLS,ICJDNV,CV,UG,Check in,-,95772,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
