Date,Card Number,Name,Department,Category,Transaction,Amount,Barcode,Title,Author,homebranch,holdingbranch
2024-08-06 13:17:55,GCRDOQ,6KXZDW,AIML,UG,Renew,-,100965,HANDS-ON MACHINE LEARNING WITH SCIKIT -LEARN KERAS &TENSOR FLOW,GERON AURELIEN,RIT,RIT
2024-08-06 13:17:59,GCRDOQ,6KXZDW,AIML,UG,Renew,-,99974,ALGORITHM DESIGN,"KLEINBERG, JON TARDOS, EVA",RIT,RIT
2024-08-06 13:33:50,K8MTX5,41M897,MCA,TS,Check out,-,MC5123,PRINCIPLES OF INFORMATION SECURITY,,RIT,RIT
2024-08-06 13:37:10,06BYW1,98NA8B,SCS,PG,Check in,-,69406,INTRODUCTION TO ALGORITHMS,"CORMEN, THOMAS H, LEISERSON, C",RIT,RIT
2024-08-06 13:40:34,06BYW1,98NA8B,SCS,PG,Other,-18.0000,,,,,
2024-08-06 13:48:10,BMPS05,MSA323,ETE,ST,Check in,-,92291,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2024-08-06 13:49:02,I0OUUD,4B567Y,MCA,PG,Check out,-,MC1846,DATA STRUCTURES AND PROGRAM DESIGN IN C,"KRUSE, ROBERT L",RIT,RIT
2024-08-06 13:55:51,7LZSQ2,TWF48D,UNDER GRADUATION(UG),ST,Check in,-,67463,DESIGN OF ANALOG CMOS INTEGRATED CIRCUITS,"RAZAVI,BEHZAD",RIT,RIT
2024-08-06 13:56:06,7LZSQ2,TWF48D,UNDER GRADUATION(UG),ST,Check in,-,81021,"EMBEDDED SYSTEMS: ARCHITECTURE, PROGRAMMING AND DESIGN",RAJ KAMAL,RIT,RIT
2024-08-06 13:56:16,7LZSQ2,TWF48D,UNDER GRADUATION(UG),ST,Renew,-,81980,CMOS DIGITAL INTEGRATED CIRCUITS: ANALYSIS AND DESIGN,"KANG, SUNG-MO",RIT,RIT
2024-08-06 13:59:39,7LZSQ2,TWF48D,UNDER GRADUATION(UG),ST,Other,-52.0000,,,,,
2024-08-06 14:05:01,26UAR5,6LASIC,ECE,ST,Check in,-,92293,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2024-08-06 14:33:57,DKREMW,YHNZF5,ML,ST,Check in,-,98389,Advanced modern engineering mathematics,,RIT,RIT
2024-08-06 14:34:10,DKREMW,YHNZF5,ML,ST,Check in,-,92467,KANNADA KALI,HALEMANE LINGADVARU,RIT,RIT
2024-08-06 14:34:20,DKREMW,YHNZF5,ML,ST,Check in,-,92263,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2024-08-06 14:36:00,DKREMW,YHNZF5,ML,ST,Other,-68.0000,,,,,
2024-08-06 14:38:31,HYK7JU,1UT2T7,EIE,ST,Check in,-,85054,BASIC ELECTRONICS,NAGABUSHAN,RIT,RIT
2024-08-06 14:40:20,HYK7JU,1UT2T7,EIE,ST,Other,-66.0000,,,,,
2024-08-06 14:41:13,0SERTN,XTFWGV,EIE,ST,Check in,-,92290,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2024-08-06 14:42:26,0SERTN,XTFWGV,EIE,ST,Other,-21.0000,,,,,
2024-08-06 14:43:53,WYYAB4,C1VXUS,EIE,ST,Check in,-,92301,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2024-08-06 14:44:16,WYYAB4,C1VXUS,EIE,ST,Other,-43.0000,,,,,
2024-08-06 15:24:51,WLQPVP,8NR0N9,MCA,PG,Renew,-,67098,SOFTWARE ENGINEERING,"SOMMERVILLE, IA",RIT,RIT
2024-08-06 15:43:54,IQWMMZ,UHX9ZF,EEE,ST,Check in,-,93547,BASIC ELECTRICAL ENGINEERING,CHANDRASHEKARAIAH P M,RIT,RIT
2024-08-06 15:44:53,IQWMMZ,UHX9ZF,EEE,ST,Other,-8.0000,,,,,
2024-08-06 16:02:21,21PDDR,62A03O,BT,ST,Check in,-,76827,A TEXTBOOK ON ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,BHAVIKATTI,RIT,RIT
2024-08-06 16:02:33,21PDDR,62A03O,BT,ST,Check in,-,97705,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2024-08-06 16:05:51,GGJPTD,WPNH19,ETE,ST,Check in,-,92269,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2024-08-06 16:07:37,EP9BLN,XSNU5A,EIE,ST,Check in,-,92296,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2024-08-06 16:11:45,H2PXZQ,EUU6M7,ML,ST,Check in,-,67431,PROGRAMMING IN C,"THAREJA, REEMA",RIT,RIT
2024-08-06 16:13:35,H2PXZQ,EUU6M7,ML,ST,Other,-22.0000,,,,,
2024-08-06 16:20:33,QQ9CFF,U94NLY,UNDER GRADUATION(UG),UG,Check in,-,69507,THE 8051 MICROCONTROLLER,AYALA KENNETH,RIT,RIT
2024-08-06 16:21:21,QQ9CFF,U94NLY,UNDER GRADUATION(UG),UG,Renew,-,89172,MODERN ELECTRONIC INSTRUMENTATION AND MEASUREMENT TECHNIQUES,"HELFRICK,ALBERT D AND COOPER,WILLIAM D",RIT,RIT
2024-08-06 16:21:49,QQ9CFF,U94NLY,UNDER GRADUATION(UG),UG,Renew,-,100680,ELECTRIC CIRCUITS,ALEXANDER K CHARLES,RIT,RIT
2024-08-06 16:24:43,QQ9CFF,U94NLY,UNDER GRADUATION(UG),UG,Other,-16.0000,,,,,
2024-08-07 09:15:45,GNWIWU,YHHNZV,CSE_AIML,ST,Renew,-,100848,ARTIFICIAL INTELIGENCE,KAUSHIK SAROJ,RIT,RIT
2024-08-07 09:17:58,P5Z5QW,CMXM0J,DS,PG,Renew,-,99162,DEEP LEARNING- A PRACTITIONERS APPROACH,"Josh Patterson, Adam Gibson,",RIT,RIT
2024-08-07 09:45:49,8HGNUU,BS31G6,MCA,PG,Check in,-,MC3420,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,LEVITIN ANANY,RIT,RIT
2024-08-07 10:11:49,ERKLUB,RWSTKZ,ISE,ST,Renew,-,98992,"ARCHITECTURE, PROGRAMMING AND INTERFACING OF LOW POWER PROCESSORS","DAS, LYLA B",RIT,RIT
2024-08-07 10:32:07,4TNKLO,OPL4IN,CSE_AIML,UG,Renew,-,67221,DATA COMMUNICATIONS AND NETWORKING,"FOROUZAN, BEHROUZ A",RIT,RIT
2024-08-07 10:57:23,14XIR1,K8WZBQ,ECE,ST,Check in,-,77079,BASIC ELECTRONICS,GODSE,RIT,RIT
2024-08-07 11:02:01,DHKY5O,SX6XJ3,ECE,ST,Other,-59.0000,,,,,
2024-08-07 11:02:32,5JX91G,32LETY,MCA,PG,Check in,-,MC3407,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,LEVITIN ANANY,RIT,RIT
2024-08-07 11:02:46,5HP216,4BCHKD,UNDER GRADUATION(UG),UG,Renew,-,87687,JAVA EE 7 FOR BEGINNERS (B/CD),SHAH,RIT,RIT
2024-08-07 11:03:29,Z1CGHK,EFDSO5,MCA,PG,Check out,-,MC3417,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,LEVITIN ANANY,RIT,RIT
2024-08-07 11:03:49,LRYBK7,XSCS37,ECE,ST,Check in,-,95802,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2024-08-07 11:04:13,7JT04S,F57E8Y,UNDER GRADUATION(UG),UG,Renew,-,98990,"ARCHITECTURE, PROGRAMMING AND INTERFACING OF LOW POWER PROCESSORS","DAS, LYLA B",RIT,RIT
2024-08-07 11:04:13,Z1CGHK,EFDSO5,MCA,PG,Check in,-,MC3417,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,LEVITIN ANANY,RIT,RIT
2024-08-07 11:04:22,7JT04S,F57E8Y,UNDER GRADUATION(UG),UG,Renew,-,100766,FUNDAMENTALS OF DATABASE SYSTEM,ELMASRI RAMEZ NAVETHE SHAMKANT B,RIT,RIT
2024-08-07 11:04:53,JGJHZN,H3RH2I,MCA,PG,Check out,-,MC3417,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,LEVITIN ANANY,RIT,RIT
2024-08-07 11:06:43,LRYBK7,XSCS37,ECE,ST,Other,-4.0000,,,,,
2024-08-07 11:07:22,C3D2KW,E50MQ1,ML,ST,Check in,-,93314,CALCULUS AND LINEAR ALGEBRA,CHANDRASHEKAR K S,RIT,RIT
2024-08-07 11:07:40,C3D2KW,E50MQ1,ML,ST,Check in,-,74909,BASIC ELECTRICAL AND ELECTRONICS ENGINEERING,S K BHATTACHARYA,RIT,RIT
2024-08-07 11:09:08,C3D2KW,E50MQ1,ML,ST,Other,-212.0000,,,,,
2024-08-07 11:12:34,WKF0RS,CU70BD,ECE,ST,Other,-47.0000,,,,,
2024-08-07 11:40:32,9D9GOF,S1ZRAT,ME,UG,Check out,-,DB6133,ENGINEERING MATHEMATICS-IV,CHANDRASHEKAR K S,RIT,RIT
2024-08-07 11:57:51,HSG2S3,8G0RYF,ECE,ST,Other,-28.0000,,,,,
2024-08-07 12:01:38,7QJQXV,GACB0K,ECE,ST,Other,-49.0000,,,,,
2024-08-07 12:18:02,SBC9ZK,U7JHKH,UNDER GRADUATION(UG),UG,Check in,-,65796,APPLIED STATISTICS AND PROBABILITY FOR ENGINEERS,"MONTGOMERY, DOUGLAS C",RIT,RIT
2024-08-07 12:25:05,4JSB9Z,GMDEIK,MBA,PG,Check in,-,MB6869,SERVICES MARKETING,"ZEITHAML, VALARIE A",RIT,RIT
2024-08-07 12:25:22,4JSB9Z,GMDEIK,MBA,PG,Check in,-,42987,FINANCIAL SERVICES AND SYSTEM,GURUSAMY S,RIT,RIT
2024-08-07 12:30:24,9JOSQB,NQREQZ,PG,PG,Check in,-,MB8010,SERVICES MARKETING,"APTE, GOVIND",RIT,RIT
2024-08-07 12:34:29,CJ0K3A,IJ8GV7,ME,ST,Check in,-,98279,Thomas' calculus,,RIT,RIT
2024-08-07 12:34:44,CJ0K3A,IJ8GV7,ME,ST,Check in,-,70324,ENGINEERING PHYSICS,"GAUR R K, GUPTA S L",RIT,RIT
2024-08-07 12:35:34,CJ0K3A,IJ8GV7,ME,ST,Other,-198.0000,,,,,
2024-08-07 12:39:37,0UWK8D,JM0JY2,UNDER GRADUATION(UG),UG,Renew,-,77641,ELECTROMAGNETICS WITH APPLICATIONS,KRAUS,RIT,RIT
2024-08-07 12:40:21,F2JDX7,V6UU6F,MBA,PG,Check in,-,MB6878,SERVICES MARKETING,"ZEITHAML, VALARIE A",RIT,RIT
2024-08-07 12:47:10,7TRMJQ,H2NLGS,MCA,PG,Check in,-,MC2984,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,LEVITIN ANANY,RIT,RIT
2024-08-07 12:50:34,79H82E,EMT1SE,ECE,ST,Check in,-,66514,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2024-08-07 12:50:52,79H82E,EMT1SE,ECE,ST,Check in,-,92216,BASIC ELECTRICAL ENGINEERING,KULSHRESHTHA D,RIT,RIT
2024-08-07 12:52:37,609BH2,YQF7XO,MBA,PG,Check in,-,62631,INVESTMENTS,"BODIE, ZVI",RIT,RIT
2024-08-07 12:52:50,609BH2,YQF7XO,MBA,PG,Check in,-,MB8358,FINANCIAL ANALYXIS,MOHANTY,RIT,RIT
2024-08-07 12:53:56,79H82E,EMT1SE,ECE,ST,Other,-225.0000,,,,,
2024-08-07 13:04:42,TE18RU,274XZP,CSE_CY,ST,Check in,-,DB6211,ATOMIC HABITS,CLEAR JAMES,RIT,RIT
2024-08-07 13:04:55,14XIR1,K8WZBQ,ECE,ST,Other,-15.0000,,,,,
2024-08-07 13:05:01,TE18RU,274XZP,CSE_CY,ST,Check out,-,DB6211,ATOMIC HABITS,CLEAR JAMES,RIT,RIT
2024-08-07 13:05:42,38QNT8,OPAU6A,EIE,ST,Check in,-,85053,BASIC ELECTRONICS,NAGABUSHAN,RIT,RIT
2024-08-07 13:11:07,TQP2KX,8U81ZJ,UNDER GRADUATION(UG),UG,Renew,-,99491,FUNDAMENTALS OF DATABASE SYSTEMS,"ELMASRI,RAMEZ AND NAVATHE SHAMKANT",RIT,RIT
2024-08-07 13:11:17,TQP2KX,8U81ZJ,UNDER GRADUATION(UG),UG,Renew,-,99001,"ARCHITECTURE, PROGRAMMING AND INTERFACING OF LOW POWER PROCESSORS","DAS, LYLA B",RIT,RIT
2024-08-07 13:11:54,1PCH4C,YDXQLR,UNDER GRADUATION(UG),UG,Check in,-,48887,ENGINEERING ECONOMY (AS PER VTU SYLLABUS),PHANEESH K R,RIT,RIT
2024-08-07 13:12:48,38QNT8,OPAU6A,EIE,ST,Check in,-,99591,HOW TO THINK LIKE A COMPUTER SCIENTIST LEARNIG WITH PHTHON,"DOWNEY ALLEN, ELKNER JEFFREY, MEYERS, CHRIS",RIT,RIT
2024-08-07 13:16:58,IC5LX2,IL3S35,AIML,UG,Check in,-,DB1342,STRUCTURAL DYNAMICS AN INTEODUATION TO COMPUTER METHEDS,CRAIG ROY R,RIT,RIT
2024-08-07 13:17:22,K82XDU,NLTHDO,STRS,PG,Renew,-,79170,STRUCTURAL DYNAMICS THEORY AND COMPUTATION,PAZ,RIT,RIT
2024-08-07 13:21:36,K82XDU,NLTHDO,STRS,PG,Other,-148.0000,,,,,
2024-08-07 13:31:41,2JH6UI,N8JKIX,STRS,PG,Renew,-,68618,STRUCTURAL DYNAMICS: VIBRATIONS AND SYSTEMS,"MUKHOPADHYAY, MADHUJIT",RIT,RIT
2024-08-07 13:36:16,LOEPGO,GA1XPV,SCN,PG,Check in,-,82398,CRYPTOGRAPHY AND NETWORK SECURITY,"STALLINGS, WILLIAM",RIT,RIT
2024-08-07 13:49:15,L3LL5O,ID0IVA,BT,ST,Other,-121.0000,,,,,
2024-08-07 13:53:20,YPLCC1,OZJHNC,STRS,PG,Renew,-,79332,THEORY OF PLATES AND SHELLS,TIMOSHENKO,RIT,RIT
2024-08-07 13:53:36,YPLCC1,OZJHNC,STRS,PG,Renew,-,80069,BASICS OF STRUCTURAL DYNAMICS AND ASEISMIC DESIGN,DAMODARAWAMY,RIT,RIT
2024-08-07 13:53:52,YPLCC1,OZJHNC,STRS,PG,Renew,-,75703,DESIGN OF BRIDGE STRUCTURES,JAGADISH T R,RIT,RIT
2024-08-07 13:54:18,YPLCC1,OZJHNC,STRS,PG,Renew,-,83343,FINITE ELEMENT ANALYSIS THEORY & PROGRAMMING,C S KRISHNAMURTHY,RIT,RIT
2024-08-07 13:57:57,9O7W7U,5O9GIP,CHEM,UG,Check out,-,92050,GATE 2020: CHEMICAL ENGINEERING,G K PUBLICATION,RIT,RIT
2024-08-07 14:30:46,PO91ZV,IK9J73,EIE,ST,Check in,-,99589,HOW TO THINK LIKE A COMPUTER SCIENTIST LEARNIG WITH PHTHON,"DOWNEY ALLEN, ELKNER JEFFREY, MEYERS, CHRIS",RIT,RIT
2024-08-07 14:34:41,PO91ZV,IK9J73,EIE,ST,Other,-72.0000,,,,,
2024-08-07 14:36:12,FH8V2Y,M5SOAJ,EEE,ST,Renew,-,70991,ENGINEERING ELECTROMAGNETICS,"HAYT, W H, BUCK, J. K.",RIT,RIT
2024-08-07 14:47:19,ZKKNB1,BH3S39,UNDER GRADUATION(UG),UG,Other,-3039.0000,,,,,
2024-08-07 14:50:15,ZKKNB1,BH3S39,UNDER GRADUATION(UG),UG,Check in,-,66692,CONCEPTS OF MODERN PHYSICS,BEISER ARTHUR,RIT,RIT
2024-08-07 15:01:36,HEDXNY,IKKJP5,CSE_AIML,UG,Renew,-,101187,OPERTING SYSTEM CONCEPTS,SILBERSCHATZ GALVIN GAGANE,RIT,RIT
2024-08-07 15:09:20,ZJQ8O7,HZAKYV,CV,ST,Check in,-,70325,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA. M. N",RIT,RIT
2024-08-07 15:11:27,8S2E87,HE41ND,UNDER GRADUATION(UG),UG,Check in,-,75787,FLUID MECHANICS AND TURBOMACHINES,"DAS, MADAN MOHAN",RIT,RIT
2024-08-07 15:11:47,ZJQ8O7,HZAKYV,CV,ST,Other,-24.0000,,,,,
2024-08-07 15:13:51,P9HSVH,YYXDL2,CV,ST,Check in,-,85454,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA M N",RIT,RIT
2024-08-07 15:14:54,P9HSVH,YYXDL2,CV,ST,Other,-34.0000,,,,,
2024-08-07 15:15:55,8S2E87,HE41ND,UNDER GRADUATION(UG),UG,Other,-986.0000,,,,,
2024-08-07 15:18:01,X7N7BL,OBYT2U,CV,ST,Check in,-,70352,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA. M. N",RIT,RIT
2024-08-07 15:19:47,X7N7BL,OBYT2U,CV,ST,Other,-24.0000,,,,,
2024-08-07 15:22:51,LY94GA,VF3DZZ,CV,ST,Check in,-,70360,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA. M. N",RIT,RIT
2024-08-07 15:24:06,LY94GA,VF3DZZ,CV,ST,Other,-17.0000,,,,,
2024-08-07 15:45:57,6K6KL5,C01FT9,UNDER GRADUATION(UG),UG,Renew,-,44423,ELECTRIC CIRCUIT ANALYSIS,EUGENE XAVIER S P,RIT,RIT
2024-08-07 15:46:35,6K6KL5,C01FT9,UNDER GRADUATION(UG),UG,Renew,-,22569,ELECTRIC CIRCUIT THEORY,"ARUMUGAM, M",RIT,RIT
2024-08-07 15:50:58,X0WGFT,PDXFCM,MBA,PG,Renew,-,MB7099,BASIC FINANCIAL MANAGEMENT,"KHAN M Y, JAIN P K",RIT,RIT
2024-08-07 15:53:03,Q8MIOB,5T5COQ,ECE,ST,Check in,-,85449,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA M N",RIT,RIT
2024-08-07 15:53:20,Q8MIOB,5T5COQ,ECE,ST,Check in,-,66491,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2024-08-07 15:54:51,Q8MIOB,5T5COQ,ECE,ST,Other,-9.0000,,,,,
2024-08-07 15:56:24,TEC151,3OMDDQ,ECE,ST,Check in,-,85055,BASIC ELECTRONICS,NAGABUSHAN,RIT,RIT
2024-08-07 15:59:16,LFRMO8,FCEVHA,EEE,ST,Check in,-,30495,ELECTRICAL MEASUREMENTS AND MEASURING INSTRUMENTS,"GOLDING, E W",RIT,RIT
2024-08-07 15:59:40,LFRMO8,FCEVHA,EEE,ST,Renew,-,DB2504,NETWORK ANALYSIS,"SWARUP, B. R. K.",RIT,RIT
2024-08-07 15:59:52,LFRMO8,FCEVHA,EEE,ST,Renew,-,79675,THE 8051 MICROCONTROLLER AND EMBEDDED SYSTEMS USING ASSEMBLY AND C,AYALA,RIT,RIT
2024-08-07 16:44:47,AM20GQ,9L9PI1,BT,UG,Check in,-,73247,CHEMICAL ENGINEERING THERMODYNAMICS,NARAYANAN K V,RIT,RIT
2024-08-07 16:48:14,AM20GQ,9L9PI1,BT,UG,Other,-12.0000,,,,,
2024-08-07 17:03:50,FJL436,LT2C4U,ML,ST,Check in,-,71414,BASIC ELECTRONICS,"KOTHARI, D P",RIT,RIT
2024-08-07 17:04:45,FJL436,LT2C4U,ML,ST,Check in,-,DB1158,TEXT BOOK OF BASIC ELECTRONICS,"RAO, M V",RIT,RIT
2024-08-07 17:06:07,M7WQKM,C1UFYO,ISE,ST,Check in,-,99345,CYBER SECURITY:UNDERSTANDING CYBER CRIMES COMPUTER FORENSIES,"GODBOLE,NINA BERAPURE SUNIT",RIT,RIT
2024-08-08 09:13:03,ZVLJ9F,ECBLIS,CSE,UG,Renew,-,99931,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,"LEVITIN, ANANY",RIT,RIT
2024-08-08 09:13:08,ZVLJ9F,ECBLIS,CSE,UG,Renew,-,99849,"INTRODUCTION TO AUTOMATA THEORY, LANGUAGES AND COMPUTATION","HOPCROFT, JOHN.E. MOTWANI, RAJEEV ULLMAN, JEFFEREY D",RIT,RIT
2024-08-08 09:15:51,ZVLJ9F,ECBLIS,CSE,UG,Other,-62.0000,,,,,
2024-08-08 09:26:53,8VTQNN,CS1F62,UNDER GRADUATION(UG),UG,Renew,-,67805,"8051 MICROCONTROLLER: ARCHITECTURE, PROGRAMMING AND APPLICATIONS","AYALA, KENNETH J",RIT,RIT
2024-08-08 09:27:01,8VTQNN,CS1F62,UNDER GRADUATION(UG),UG,Renew,-,71013,ENGINEERING ELECTROMAGNETICS,"HAYT, W H, BUCK, J. K.",RIT,RIT
2024-08-08 09:31:45,H1COKV,IB0LYL,CSE_AIML,UG,Renew,-,100099,OPERATING SYSTEM CONCEPT,"SILBERSCHATZ , ABRAHAM GALVIN , PETER BAER, GREG GAGNE",RIT,RIT
2024-08-08 09:32:02,H1COKV,IB0LYL,CSE_AIML,UG,Check in,-,87608,DATA COMMUNICATIONS AND NETWORKING,FOROUZAN,RIT,RIT
2024-08-08 09:32:20,9EDNQP,7AOMPS,CSE_AIML,UG,Renew,-,98921,Operating system concepts /,"Silberschatz, Abraham.",RIT,RIT
2024-08-08 09:32:51,9EDNQP,7AOMPS,CSE_AIML,UG,Check in,-,102067,"ARTIFICIAL INTELLIGENCE , A MODERN APPROACH",SINART RUSSELL,RIT,RIT
2024-08-08 09:33:07,9EDNQP,7AOMPS,CSE_AIML,UG,Check in,-,99977,ALGORITHM DESIGN,"KLEINBERG, JON TARDOS, EVA",RIT,RIT
2024-08-08 09:33:12,9EDNQP,7AOMPS,CSE_AIML,UG,Check in,-,99930,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,"LEVITIN, ANANY",RIT,RIT
2024-08-08 09:40:12,6DK2VW,G66Q5V,EIE,ST,Check in,-,92265,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2024-08-08 09:40:15,ZKT9LI,4JTZ31,PG,PG,Check in,-,DB6171,KAANOORU HEGGADATI,KUVEMPU(K V PUTTAPPA),RIT,RIT
2024-08-08 09:41:23,6DK2VW,G66Q5V,EIE,ST,Other,-11.0000,,,,,
2024-08-08 09:45:41,3PXMD4,0Z8ELA,CSE_CY,UG,Renew,-,69439,OPERATING SYSTEM CONCEPTS,"SILBERSCHATZ, ABRAHAM",RIT,RIT
2024-08-08 09:45:47,3PXMD4,0Z8ELA,CSE_CY,UG,Renew,-,100007,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,"LEVITIN, ANANY",RIT,RIT
2024-08-08 09:45:50,3PXMD4,0Z8ELA,CSE_CY,UG,Renew,-,77374,DATA COMMUNICATIONS AND NETWORKING,FOROUZAN,RIT,RIT
2024-08-08 10:41:46,GSKZ7T,RA5I5I,RAI,PG,Check in,-,88044,MECHATRONICS ELECTRONIC CONTROL SYSTEMS IN MECHANICAL AND ELECTRICAL ENGINEERING,BOLTON,RIT,RIT
2024-08-08 10:46:13,X3R3FZ,3Z23PF,CSE_AIML,UG,Renew,-,99946,OPERATING SYSTEM CONCEPT,"SILBERSCHATZ , ABRAHAM GALVIN , PETER BAER, GREG GAGNE",RIT,RIT
2024-08-08 10:55:23,F9CVGB,7WHAQ9,ECE,ST,Check out,-,50992,ESSENTIAL MATLAB: FOR SCIENTISTS AND ENGINEERS,BRIAN D. HAHN,RIT,RIT
2024-08-08 10:55:23,F9CVGB,7WHAQ9,ECE,ST,Check out,-,50992,ESSENTIAL MATLAB: FOR SCIENTISTS AND ENGINEERS,BRIAN D. HAHN,RIT,RIT
2024-08-08 10:55:56,SKYFTQ,ZKYZS0,,PG,Check in,-,MC3723,DATA COMMUNICATION AND NETWORKING,FOROUZAN BEHROU,RIT,RIT
2024-08-08 10:59:55,WTJMT5,DHEL41,MCA,PG,Renew,-,MC4447,JAVA THE COMPLETE REFERENCE: COMPREHENSIVE COVERAGE OF THE L,"SCHILDT, HERBER",RIT,RIT
2024-08-08 11:00:06,CYUKR0,T7IQSX,ME,ST,Check in,-,93052,ELEMENTS OF MECHANICAL ENGINEERING,GOPALAKRISHNA K R,RIT,RIT
2024-08-08 11:01:03,WTJMT5,DHEL41,MCA,PG,Check in,-,MC4447,JAVA THE COMPLETE REFERENCE: COMPREHENSIVE COVERAGE OF THE L,"SCHILDT, HERBER",RIT,RIT
2024-08-08 11:01:12,WTJMT5,DHEL41,MCA,PG,Check in,-,MC4337,INTRODUCTION TO THE DESIGN OF ANALYSIS OF ALGORITHMS,"LEVITIN,ANANY",RIT,RIT
2024-08-08 11:01:45,SKYFTQ,ZKYZS0,,PG,Check in,-,MC4182,SOFTWARE ENGINEERING,SOMMERVILLE IAN,RIT,RIT
2024-08-08 11:01:48,CYUKR0,T7IQSX,ME,ST,Other,-7.0000,,,,,
2024-08-08 11:04:21,WTJMT5,DHEL41,MCA,PG,Check out,-,MC4527,COMPUTER NETWORKS: A TOP-DOWN APPROACH,"KUROSE, JAMES F",RIT,RIT
2024-08-08 11:04:32,WTJMT5,DHEL41,MCA,PG,Check out,-,MC3724,DATA COMMUNICATION AND NETWORKING,FOROUZAN BEHROU,RIT,RIT
2024-08-08 11:36:31,OBB3V5,Q0B4YV,CHEM,UG,Check in,-,88986,MASS TRANSFER OPERATIONS,"TREYBAL,ROBERT E",RIT,RIT
2024-08-08 11:36:56,OBB3V5,Q0B4YV,CHEM,UG,Renew,-,86824,UNIT OPERATIONS OF CHEMICAL ENGINEERING,"MCCABE,WARREN L",RIT,RIT
2024-08-08 11:57:24,M7O2WD,LLDUAV,UNDER GRADUATION(UG),UG,Renew,-,84312,ARM ASSEMBLY LANGUAGE AN INTRODUCTION,"GIBSON, J R",RIT,RIT
2024-08-08 11:57:40,M7O2WD,LLDUAV,UNDER GRADUATION(UG),UG,Renew,-,22291,NTRODUCTION TO MICROPROCESSOR SYSTEM DESIGN,"GORLAND, BARRY",RIT,RIT
2024-08-08 11:59:51,71QALA,Z8O6E5,MCA,TS,Check out,-,MB7540,RESEARCH METHODOLOGY METHODS AND TECHNIQUES,KOTHARI,RIT,RIT
2024-08-08 12:00:04,71QALA,Z8O6E5,MCA,TS,Check out,-,54898,"INTELLECTUAL PROPERTY TRADE MARK, PATENTS AND COPYRIGHT","STIM, RICHARD",RIT,RIT
2024-08-08 12:08:56,71QALA,Z8O6E5,MCA,TS,Check out,-,90972,RESEARCH METHODOLOGY: STEP BY STEP FOR BEGINNERS,KUMAR RANJIT,RIT,RIT
2024-08-08 12:09:05,71QALA,Z8O6E5,MCA,TS,Check out,-,101337,LOW RELATING TO INTELLECTUAL PROPERTY,WADEHRA.B.L,RIT,RIT
2024-08-08 12:09:37,FIXGVX,TWOF4Q,CHEM,UG,Renew,-,86710,CHEMICAL REACTION ENGINEERING,"LEVENSPIEL, OCTAVE",RIT,RIT
2024-08-08 12:16:51,FNVNHS,3ML0QG,CHEM,UG,Check out,-,73244,CHEMICAL ENGINEERING THERMODYNAMICS,NARAYANAN K V,RIT,RIT
2024-08-08 12:24:22,TFGRE9,6VF83K,ECE,ST,Check in,-,70813,BASIC ELECTRICAL AND ELECTRICAL ENGINEERING,KOTHARI D P,RIT,RIT
